video_id,instance_id,query,short_query
H7yKYHyJzzI,1,toy ball rolling on the ground,toy ball
H91Ko4qZDak,0,baby climbing couch,baby
H9LAh0BoLKs,0,a dog is jumping up the tree,a dog
HACl-X-ls64,0,White fuzzy dog is eating from large bowl,White fuzzy dog
HACl-X-ls64,1,man standing next to a dog,man
HAIns-56tz0,0,a white bird is running,a white bird
HAIns-56tz0,1,woman in violet shirt standing on the right,woman in violet shirt on the right
HAIns-56tz0,2,a boy in blue shirt on the left,a boy in blue shirt on the left
HAIns-56tz0,3,a man in blue jeans is walking,a man in blue jeans
HAIns-56tz0,4,a man with dark short pant is standing on the right side,a man with dark short pant on the right side
HBRi1Jw2yOU,0,the car is falling over,the car
HIP4gc4gFmk,0,woman rolling,woman
HKJVWivSU1o,0,green bird jumping,green bird
HKOevvmGUOQ,0,man in green shirt standing,man in green shirt 
HKOevvmGUOQ,1,man in yellow shirt jumping over a man,man in yellow shirt
HKPVok8lZ_A,0,man in white shirt climbing a vertical rock,man in white shirt
HMq1u0uJvvY,0,Child climbing the couch,Child
HSovOOjv_l4,0,a dog is eating food,a dog
HT5imCmhiNc,0,a baby is rolling on the floor,a baby
HTF48777Ut8,0,parrot climbing along the rope,parro
HUemh6JnlAs,0,topless man crawling,topless man
HUemh6JnlAs,1,the person with the bandana is rolling,the person with the bandana
HUemh6JnlAs,2,Man in clothes rolling under barbed wire,Man in clothes
HVoVo6U4vyI,0,a man is rolling on the floor,a ma
HXOvj8hoFrk,0,a boy in red shirt is throwing a ball,a boy in red shirt
HXOvj8hoFrk,1,a ball is flying on the air,a ball
HYGkFj8H2-w,0,white seagull is walking on the beach,white seagull
HYGkFj8H2-w,1,the left duck is walking,the left duck
H_P_VvKC8Ds,0,Black cat jumping to touch the toy on the door,Black cat
H_mgXHAMDZI,0,a street cat is walking in a house,a street cat
HcIFZXaoRM0,0,Boy throwing bowling ball,Boy
HcIFZXaoRM0,1,a red ball is rolling on the bowling floor,a red ball
HcKdMlDkLY4,0,Red car rolling on the racing circuit,Red car
HcKdMlDkLY4,1,a girl in yellow shirt is standing on top of a tower,a girl in yellow shirt
HcWsk_1Pmrs,0,a cat is rolling inside a house,a cat
Heu0t6i5hl0,0,a blue car is jumping from a ramp,a blue car
Hghfe4Kn4BE,0,cat crawling on the grass,cat
Hgn1YcqIJfM,0,parrot rolling on the floor,parrot
HgqbCq_sxmo,0,man eating,man
HhkxEBGCkS0,0,Dog is running out from the bird,Dog
HhkxEBGCkS0,1,bird is attacking a dog,bird
Hi0mHrqQXpA,0,black dog crawling on the floor,black dog
HjdBI96tqM0,0,a baby is crawling on the stairs,a baby 
HkeK97FO2EY,0,man dribbling with ball,man 
HkeK97FO2EY,1,ball bouncing up and down,ball 
HlmH5qjMSIw,0,man running on the running track,man
Hly0vuXPG-M,0,dog jumping on the trampoline,dog
HmeQW9pgU_A,0,the cat is eating food,the cat
HmlJjskzjuo,0,a person is standing and playing with a ball,a person
HmlJjskzjuo,1,basketball bouncing up and down,basketball
HpSPv9nC7Zk,0,dog running in the snow,dog
HrX0ohmu1zw,0,the person is hanging on a rock,the person
Ht5p58DfAAQ,0,bird is lying on the cover,bird
HtQsaxpHZXQ,0,a dark gray cat is climbing the wall,a dark gray cat
Hu6dj3nMeh0,0,the bird is flying,the bird
HvfEwS5Zkuw,0,dog walking with a woman,dog 
HvfEwS5Zkuw,1,girl walking with a dog,girl 
HwZ-OeZfWBg,0,a car black and white cat is rolling on the floor,a car black and white cat 
Hxq4PvJzPDM,0,basketball held by a player,basketball
Hxq4PvJzPDM,1,Guy in sports suit is dribbling a ball,Guy in sports suit
HxsNvmFOYp0,0,a dog is eating and rolling,a dog
HybEER6jfKM,0,yellow bird climbing stairs,yellow bird
Hzt18V3Uaxc,0,a black cat is walking,a black cat 
HzyTD2uZ8jI,0,Man in red shirt standing on the small platform,Man in red shirt 
HzyTD2uZ8jI,1,a man is jumping,a man
HzyTD2uZ8jI,2,gray car is standing on the right,gray car on the right
HzyTD2uZ8jI,3,black car parking in the back,black car in the back
HzyTD2uZ8jI,4,Gray car parked on the left side,Gray car on the left side
I-_3e7urOMY,0,a dog is walking on the beach,a dog
I0MlLHTWCro,0,Woman in gray sports suit throwing a red ball,Woman in gray sports suit
I0MlLHTWCro,1,a red ball is flying on the air,a red ball
I0MlLHTWCro,2,a white ball is sitting on the right,a white ball on the right
I0MlLHTWCro,3,red ball is lying on the right,red ball on the right
I0zfxFTYM48,0,mama duck walking in the middle,mama duck in the middle
I0zfxFTYM48,1,baby duck is walking behind the mother duck on the beach,baby duck
I0zfxFTYM48,2,forth duck from left is walking,forth duck from left
I0zfxFTYM48,3,the third duck from the left is walking,the third duck from the left
I0zfxFTYM48,4,a bird second from the left is walking,a bird second from the left
I1t4Phi_wp0,0,a brown dog is running on the grass,a brown dog
I1t4Phi_wp0,1,the car is parked,the car
I2JQaAH--Pc,0,baby climbing over the bed,baby
I2zLVhDTOM0,0,a ball is flying toward basket,a ball
I2zLVhDTOM0,1,Short boy in the front throwing a ball,Short boy in the front
I2zLVhDTOM0,2,ball going through the net,ball
I2zLVhDTOM0,3,Boy in white shirt and read pants shooting a basketball,Boy in white shirt and read pants
I2zLVhDTOM0,4,player standing under the basket,player
I475X25RznM,0,man kicking football,man
I475X25RznM,1,football flying into the goal,football
I475X25RznM,2,a shadow on the ground,a shadow
I5TtiYKO9aI,0,bird flying over the water,bird
I7IEBm8ZH7s,0,Big ball with black red white color bouncing on the ground,Big ball with black red white color
IBU4_a7CKKs,0,man is playing bowling,man
IBU4_a7CKKs,1,the bowling ball is being propelled down the lane toward the pins,the bowling ball
ICvrQsxxebk,0,woman in blue dress running with dog ,woman in blue dress
ICvrQsxxebk,1,the dog is participating in a dog show,the dog
ICvrQsxxebk,2,a woman in black uniform is watching,a woman in black uniform
IDkhRWTzpvY,0,Baby rolling on the red cover,Baby
IEk2rRx5pnU,0,woman is standing behind the baby,woman
IEk2rRx5pnU,1,bay in pink walking,bay in pink
IF1Nax1WKV4,0,a white parrot is climbing up a rope,a white parrot 
IFLbZ0eJLgI,0,large car is jumping on the sand,large car
IFLbZ0eJLgI,1,man walking next to the car,man 
IFLbZ0eJLgI,2,the right man in black is standing behind the car,the right man in black
IGA-UkHT2bM,0,baby rolling on the floor,baby
IJ17Iynidxg,0,bowling ball rolling on the track,bowling ball 
IJ17Iynidxg,1,a person is throwing a bowling ball,a person
IJ1MdN_CjMY,0,cat walking on the treadmill,cat 
IJ1MdN_CjMY,1,a person with black pant is walking in a treadmill,a person with black pant
IKbAl2-eHsg,0,black cat walking on the grass,black cat
ILVffLPMXfk,0,man in black standing on left,man in black on left
ILVffLPMXfk,1,man in black rolling to the other man,man in black 
IO3tK-N-H3o,0,man in white top standing in the hot air balloon,man in white top
IO3tK-N-H3o,1,the basketball is being ejected from a hot air balloon,the basketball 
IRXk3uO1nU4,0,a yellow bird is playing,a yellow bird 
IRrbHQjE4LQ,0,the boy in a white shirt is taking a basketball shot,the boy in a white shirt 
IRrbHQjE4LQ,1,a ball is flying,a ball
IRrbHQjE4LQ,2,boy in black shirt and white short pants dribbling,boy in black shirt and white short pants
IRrbHQjE4LQ,3,boy in white shirt and black shorts walking on the far right,boy in white shirt and black shorts on the far right
IRrbHQjE4LQ,4,The ball is held by the guy in the right corner,The ball
IS8FJkIvjFg,0,a cat is going down of a rope,a cat
ISQIIvpW16U,0,White dog crawling under the wooden fence,White dog
ITk_WcP-8xg,0,a white cat is following a dog,a white cat 
ITk_WcP-8xg,1,the dog is being chased by a cat,the dog
IV2ZHk9Rawk,0,cat jumping up and down,cat
IWUrJD-Lnvw,0,woman in blue shirt is eating an icecream,woman in blue shirt
IWUrJD-Lnvw,1,Woman in pink is feeding another woman,Woman in pink
IXUu6PYTYR0,0,Baby in white outfit walking,Baby in white outfit
IXUu6PYTYR0,1,baby walking,baby
IZTF-wCA0gY,0,Woman is walking with her dog in the room,Woman
IZTF-wCA0gY,1,Dog with black white hair crawling on the ground,Dog with black white hair
IZTF-wCA0gY,2,Dog sitting on the sofa,Dog
IbJIor9iMCo,0,white fuzzy dog is walking on the street,white fuzzy dog
IbJIor9iMCo,1,Man walking with furry dog on the street,Man
IbmGMeso1q8,0,man rolling on the lawn,man
IcVvkm3_JpA,0,bird on the left flying,bird on the left
IcVvkm3_JpA,1,a bird is sitting on the right,a bird on the right
IcVvkm3_JpA,2,a bird standing on the corner ,a bird on the corner 
IcowgRlM-hE,0,dog crawling on the lawn,dog
IcowgRlM-hE,1,a man in blue shirt is walking backward,a man in blue shirt
IdBqzJpqvdM,0,a green bowling ball is moving,a green bowling ball
IdXJYc4CpXA,0,Black car turning the corner,Black car
IhevPR2IhG0,0,a cat is climbing up a ladder,a cat 
Ihrtnekv7Dk,0,Cat is climbing a ladder,Cat 
IioHEr9cS-M,0,the white bird is flying,the white bird
IjhZygCvgBY,0,tiger cat is eating watermelon,tiger cat
IkGA07rRY9Q,0, car is rolling on the air, car
IkcpZBuKNVg,0,white and red racing car running on the road,white and red racing car
IkcpZBuKNVg,1,a green white racing car is heading a red car on a race track ,a green white racing car
IkdFT29tavo,0,a dog is rolling in a grass field,a dog
Il1xcPcaJt0,0,a cat is jumping on the right,a cat on the right
Il1xcPcaJt0,1,Kitten sitting on the left,Kitten on the left
IlZqp4ElL6c,0,black cat climbing the wall,black cat
IlyMUOfW6Ko,0,the dog is running on some grass,the dog
IlyMUOfW6Ko,1,a yellow dog is standing on the grass field,a yellow dog
Im6POzFxe7s,0,the cat is eating near the dog,the cat
Im6POzFxe7s,1,the dog is eating dog food,the dog
ImVQMf-RHv8,0,baby in blue top climbing onto the couch,baby in blue top
InbIKT964iI,0,a man in red short pant is jumping up and down,a man in red short pant
InbIKT964iI,1,Woman is standing on the left,Woman on the left
IpMN_NgXENw,0,dog rolling,dog 
IppaQSxbp_Y,0,the man in the blue shirt is just standing there,the man in the blue shirt 
IppaQSxbp_Y,1,a man with light blue shirt is walking away the camera,a man with light blue shirt
IppaQSxbp_Y,2,a man is standing on the right side,a man 
IsvGg_a_2MQ,0,blue bird climbing ,blue bird
It9RxNhbreY,0,a cat is eating food,a cat
IuSrK7YvpS4,0,a baby is rolling in his bed,a baby
IuVj1LvOkMc,0,Man is crawling on the floor,Man
IujjPGh7M-Q,0,Guy jumping into the sand,Guy 
IvQ7UmztjC0,0,Red car is flying over sand,Red car 
IvQ7UmztjC0,1,a person with a black cap is filming a car,a person with a black cap
IvRZz2odxA0,0,man in yellow running,man in yellow
IvRZz2odxA0,1,man in black running in the middle,man in black in the middle
IvRZz2odxA0,2,third man from the left running,third man from the left
IvRZz2odxA0,3,the second runner from the bottom is running,the second runner from the bottom
IvRZz2odxA0,4,man in black running on the athletic track,man in black
IvRZz2odxA0,5,second runner from the right running,second runner from the right
IvRZz2odxA0,6,man in blue shirt running last in the run,man in blue shirt
IvRZz2odxA0,7,a man in yellow shirt is standing on the left side,a man in yellow shirt on the left side
IvRZz2odxA0,8,a man with black pant on the bottom is watching the race,a man with black pant on the bottom
Ivmxa7XMB2s,0,blue car is jumping in the middle,blue car in the middle
Ivmxa7XMB2s,1,Guy with the cap standing near the car,Guy with the cap 
Ivmxa7XMB2s,2,a man with white shirt is watching a car,a man with white shirt
IwfketTwYpw,0,a parent on the right is training its child ,a parent on the right
IwfketTwYpw,1,Baby in the diaper is walking in the room,Baby in the diaper
IwfketTwYpw,2,boy sitting on the left,boy on the left
IxYXbTHKaaM,0,a baby is walking,a baby
IxYXbTHKaaM,1,Boy in blue costume walking towards the camera,Boy in blue costume
IzWBRDEiILw,0,Black bird is pecking a ground,Black bird 
J0AGa-GrfWI,0,man is throwing ball to the basket,man
J0AGa-GrfWI,1,the man is successfully making a basketball shot,the man
J10axcxQs8k,0,a yellow ball held by a child is being thrown to the floor,a yellow ball
J10axcxQs8k,1,boy in yellow top and green pants bouncing a yellow ball in the front,boy in yellow top and green pants in the front
J10axcxQs8k,2,girl in white top bouncing a ball on the right,girl in white top on the right
J10axcxQs8k,3,the second boy in the queue is standing,the second boy in the queue
J10axcxQs8k,4,Guy in yellow shirt and green pants standing on the orange floor,Guy in yellow shirt and green pants
J10axcxQs8k,5,Small yellow ball is rolling on yellow floor,Small yellow ball
J2l8Qv1htUY,0,a dog is walking,a dog
J2l8Qv1htUY,1,a person in green shirt is walking,a person in green shirt
J2l8Qv1htUY,2,the nearest black car is parked,the nearest black car
J54W7qSm7gk,0,a bid is drinking water,a bid
J5fHfbqgewE,0,a woman is walking on the left,a woman on the left
J5fHfbqgewE,1,woman in dark top walking on the right,woman in dark top on the right
J63s4XUkFhw,0,White cat walking on the table like model,White cat
J74mt6MVvIc,0,Dog is crawling under the bed,Dog 
J7TAx_vu1K8,0,the parrot is rolling around,the parrot
J8vr64fxJJM,0,man shooting a basketball,man
J8vr64fxJJM,1,ball bouncing up and down,ball
J9behYgYH5w,0,bird eating,bird
JA4Pw-UnycU,0,truck rolling over,truck
JAP-QOYDPIY,0,cat is rolling on the white cover,cat
JAyETp6IrfQ,0,cat with gray fur sitting on the chair,cat with gray fur
JAyETp6IrfQ,1,Cat is climbing the door,Cat
JBxNQIVY54Y,0,man in black hat eating,man in black hat
JC0xI9nb54Y,0,the basketball is thrown,the basketball
JC0xI9nb54Y,1,man throwing a ball,man
JDWfLbHVVQQ,0,Sparrow is eating a worm from the ground,Sparrow
JDsELmhFzj8,0,Dog is jumping near the door,Dog
JE-DKXTfHuU,0,a green parrot is rolling,a green parrot
JE0r0xPfBGU,0,man playing with the dog on the floor,man
JE0r0xPfBGU,1,a light brown dog is rolling on the floor,a light brown dog
JE0r0xPfBGU,2,dog rolling on the floor,dog
JE95TRb_KPY,0,cat climbing curtains,cat
JEn7flWKX0o,0,a bird is running in the street,a bird
JFo3sOxvP9U,0,a brown car is jumping up and down,a brown car
JHy6bBKu0j4,0,big duck walking on the stairs,big duck
JHy6bBKu0j4,1,the duckling is waddling along the step,the duckling
JHy6bBKu0j4,2,a tiny duck is following its parent outside on stairs,a tiny duck
JIRCCthKAh0,0,man in white suit to the left kicking a football,man in white suit to the left
JIRCCthKAh0,1,a yellow ball is moving,a yellow ball
JIRCCthKAh0,2,a white player is running,a white player
JIRCCthKAh0,3,a white player in the middle is playing with a ball,a white player in the middle
JIRCCthKAh0,4,man in white shirt passing football,man in white shirt
JIRCCthKAh0,5,man in red jacket standing on the field,man in red jacket
JIbF8uhuQIs,0,baby is crawling on the floor,baby
JKA_SJ9fCP4,0,man crawling in the front,man in the front
JKA_SJ9fCP4,1,the most left man is standing,the most left man
JKA_SJ9fCP4,2,Soldier standing in the left corner,Soldier in the left corner
JKA_SJ9fCP4,3,the man in camouflage is standing,the man
JKYKasV4-3s,0,yellow dog rolling on the grass,yellow dog
JNSaDo2qGWg,0,bird running to the toy ball,bird
JNSaDo2qGWg,1,the bird is running toward its toy,the bird
JNziEdeT3hU,0,White car is standing on the left hill,White car
JNziEdeT3hU,1,red car flying over the road,red car
JNziEdeT3hU,2,a person with only visible head on the bottom is watching the performance,a person with only visible head on the bottom
JNziEdeT3hU,3,man in white shirt standing in the front of the camera,man in white shirt
JOJltjnTWQo,0,woman in gray dress jumping a rope with the dog,woman in gray dress
JOJltjnTWQo,1,a brown dog is jumping up and down,a brown dog
JOJltjnTWQo,2,a dog is sitting in a chair on the right,a dog on the right
JOJltjnTWQo,3,a dog is sitting on the left,a dog on the left
JPppv-rMDkU,0,a cat is rolling on the ground,a cat
JQJ4KwmORSQ,0,racing car running on the road,racing car
JRTTH5HW6GQ,0,the car is pulling out into a very wide street that has been shut down for some sort of parade,the car
JSi6I936SmA,0,a cat is eating,a cat
JTNvTBmhGAw,0,a car is moving,a car 
JVxEtYpA4uI,0,yellow cat walking in the room,yellow cat 
JVxEtYpA4uI,1,ball lying on the ground,ball 
JXCqbnJ9jJU,0,man rolling on the grass,man
JY3vgMijzhY,0,Duck getting out of the water,Duck
JY3vgMijzhY,1,small duck jumping into the water,small duck 
Ja0-jM6udl0,0,dog rolling on the floor,dog 
JbjSjB9bmig,0,a yellow bird is jumping on a white sheet,a yellow bird
JdPmexUhjWk,0,a man in blue shirt is running,a man in blue shirt
JdUhp1xtawo,0,Referee in the striped shirt standing near the grass track,Referee in the striped shirt 
JdUhp1xtawo,1,Man in white is running in inner part of the circle,Man in white
JdUhp1xtawo,2,Man in all black suit running on the grass field,Man in all black suit
JdUhp1xtawo,3,man in blue tracksuit is running in the middle,man in blue tracksuit in the middle
JdUhp1xtawo,4,man in white shirt and black shorts running,man in white shirt and black shorts
JdvFAmCluR0,0,man in white shirt and red pants jumping and dunking a basketball,man in white shirt and red pants
